Protein ID	Source	Chrom	Start	Novelty	Support	Category	Gene family	Length (aa)	Similarity to selected	Ingroup	Outgroup	TBLASTN	Gene	Product	Source of annotation	Pfam domains	C286 (in)	C287 (in)	C288 (in)	C289 (in)	C294 (in)	C298 (in)	clade01 (out)	clade02 (out)	clade03 (out)	clade04 (out)	clade05 (out)	clade06 (out)	clade07 (out)	clade08 (out)	clade01 (tblastn)	clade02 (tblastn)	clade03 (tblastn)	clade04 (tblastn)	clade05 (tblastn)	clade06 (tblastn)	clade07 (tblastn)	clade08 (tblastn)
C294:UHM1210.23070_R.bin.101|k141_1318991_88	C294			yes	pairwise		EHM034720|EHA02359_bin.2_gene_12_8 (5)	278		6/6	0/8	3/8		Bax1-I	Pfam	Bax1-I	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0
C294:UHM1210.23070_R.bin.101|k141_1343831_21	C294			yes	pairwise		EHM034720|EHA02359_bin.2_gene_190_8 (13)	844		6/6	0/8	0/8		CARDB,Fn3-like,Glyco_hydro_3,Glyco_hydro_3_C,PA14	Pfam	CARDB,Fn3-like,Glyco_hydro_3,Glyco_hydro_3_C,PA14	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C294:UHM1210.23070_R.bin.101|k141_1343831_35	C294			yes	pairwise		UHM1210.23070_R.bin.101|k141_1343831_35 (4)	204		6/6	0/8	6/8		LysE	Pfam	LysE	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0
C294:UHM1210.23070_R.bin.101|k141_35550_13	C294			yes	pairwise			171		6/6	0/8	4/8		Peptidoglycan-binding LysM	ModelOrg_C294	CCDC106,CDK5_activator,DUF3671,DUF4614,DUF4834,DUF8440,Hid1,Lin-8,LysM,LysM3_LYK4_5,Macoilin,Neur_chan_memb,PFF1_TM,PGA28-like_dom,Presenilin,RAP1,SR-25,SSY5_N,Zip	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0
C294:UHM1210.23070_R.bin.101|k141_35550_134	C294			yes	pairwise		UHM1210.23070_R.bin.101|k141_35550_134 (3)	340		6/6	0/8	5/8		Cohesin_load,TPR_2	Pfam	Cohesin_load,TPR_2	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1
C294:UHM1210.23070_R.bin.101|k141_35550_25	C294			yes	pairwise		UHM1210.23070_R.bin.101|k141_35550_25 (6)	154		6/6	0/8	0/8		Hydrophobin_like	Pfam	Hydrophobin_like	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C294:UHM1210.23070_R.bin.101|k141_35550_82	C294			yes	pairwise		UHM1073.23039_R.bin.125|k141_471956_3 (5)	232		6/6	0/8	8/8		DUF1573 domain-containing protein	ModelOrg_C294	DUF1573,DUF8792	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
C294:UHM1210.23070_R.bin.101|k141_44701_26	C294			yes	pairwise		UHM1210.23070_R.bin.101|k141_44701_26 (2)	447		6/6	0/8	4/8		Ctr,DUF6958,TPR_6	Pfam	Ctr,DUF6958,TPR_6	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0
C294:UHM1210.23070_R.bin.101|k141_604287_23	C294			yes	pairwise		UHM1210.23070_R.bin.101|k141_604287_23 (2)	245		6/6	0/8	2/8		Amastin,Cytochrom_C_asm,DUF3810,TMEM98_N	Pfam	Amastin,Cytochrom_C_asm,DUF3810,TMEM98_N	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
C294:UHM1210.23070_R.bin.101|k141_692359_18	C294			yes	pairwise		EHM034692|EHA02331_bin.15_gene_284_13 (5)	129		6/6	0/8	7/8		Apolipoprotein,ArfB,DUF883_C,LapA_dom,NSP2-B_epitope,YtxH	Pfam	Apolipoprotein,ArfB,DUF883_C,LapA_dom,NSP2-B_epitope,YtxH	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0
C294:UHM1210.23070_R.bin.101|k141_692359_55	C294			yes	pairwise		UHM1210.23070_R.bin.101|k141_692359_55 (6)	358		6/6	0/8	8/8		Methyltransf_28	Pfam	Methyltransf_28	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
C294:UHM1210.23070_R.bin.101|k141_692359_59	C294			yes	pairwise		EHM034720|EHA02359_bin.2_gene_94_29 (6)	158		6/6	0/8	1/8					1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
C294:UHM1210.23070_R.bin.101|k141_754643_3	C294			yes	pairwise			562		6/6	0/8	3/8		Cytochrome c domain-containing protein	ModelOrg_C294	Cytochrome_C7,Cytochrome_CBB3,Cytochrom_C,Cytochrom_C550	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
C294:UHM1210.23070_R.bin.101|k141_754643_7	C294			yes	pairwise		STP248.12601_R.bin.118|k141_129934_107 (2)	226		6/6	0/8	2/8		Cytochrome_CBB3,Cytochrom_C	Pfam	Cytochrome_CBB3,Cytochrom_C	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
C294:UHM1210.23070_R.bin.101|k141_754643_9	C294			yes	pairwise			178		6/6	0/8	7/8		AhpC-TSA,DUF8634,Glutaredoxin,PGAP4,Phosducin,Thioredoxin,Thioredoxin_2,Thioredoxin_3,Thioredoxin_4,Thioredoxin_7,Thioredoxin_8,TraF	Pfam	AhpC-TSA,DUF8634,Glutaredoxin,PGAP4,Phosducin,Thioredoxin,Thioredoxin_2,Thioredoxin_3,Thioredoxin_4,Thioredoxin_7,Thioredoxin_8,TraF	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
C294:UHM1210.23070_R.bin.101|k141_770993_56	C294			yes	pairwise			231		6/6	0/8	4/8		Conserved hypothetical integral membrane protein	ModelOrg_C294	Deltameth_res,DUF4133,TMEM164	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1
C294:UHM1210.23070_R.bin.101|k141_829398_1	C294			yes	pairwise			42		6/6	0/8	5/8					1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1
C294:UHM1210.23070_R.bin.101|k141_830199_21	C294			yes	pairwise			151		6/6	0/8	7/8		Usp	Pfam	Usp	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1
C294:UHM1210.23070_R.bin.101|k141_830199_3	C294			yes	pairwise		STP248.12601_R.bin.118|k141_923502_55 (6)	240		6/6	0/8	0/8		Cytidylate_kin2	Pfam	Cytidylate_kin2	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C294:UHM1210.23070_R.bin.101|k141_968682_12	C294			yes	pairwise		UHM1073.23039_R.bin.125|k141_197029_78 (6)	241		6/6	0/8	0/8					1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C294:UHM1210.23070_R.bin.101|k141_971217_7	C294			yes	pairwise		EHM034692|EHA02331_bin.15_gene_113_5 (6)	382		6/6	0/8	1/8		LDcluster4,Lysine_decarbox	Pfam	LDcluster4,Lysine_decarbox	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
C294:UHM1210.23070_R.bin.101|k141_983138_34	C294			yes	pairwise		EHM034692|EHA02331_bin.15_gene_55_3 (5)	112		6/6	0/8	0/8		ClpS,TPR_TEX10	Pfam	ClpS,TPR_TEX10	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C294:UHM1210.23070_R.bin.101|k141_993103_46	C294			yes	pairwise		EHM034720|EHA02359_bin.2_gene_220_29 (2)	677		6/6	0/8	2/8		CMV_1a,GAP45,HEAT_2,HEAT_spiro,PaaX-like_Fer-like	Pfam	CMV_1a,GAP45,HEAT_2,HEAT_spiro,PaaX-like_Fer-like	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
C294:UHM1210.23070_R.bin.101|k141_993103_66	C294			yes	pairwise			206		6/6	0/8	8/8		YkuD	Pfam	YkuD	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
C289:EHM034674|EHA02355_bin.24_gene_100_2	C289			yes	pairwise		EHM034674|EHA02355_bin.24_gene_100_2 (4)	372		5/6	0/8	0/8		Sialate O-acetylesterase domain-containing protein	ModelOrg_C289	ATG30_helical,SASA	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_114_2	C289			yes	pairwise		EHM034692|EHA02331_bin.15_gene_219_2 (5)	426		5/6	0/8	0/8		CD34_antigen	Pfam	CD34_antigen	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_114_3	C289			yes	pairwise		EHM034674|EHA02355_bin.24_gene_114_3 (5)	315		5/6	0/8	0/8		T2SSK_1st	Pfam	T2SSK_1st	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_114_4	C289			yes	pairwise		STP248.12601_R.bin.118|k141_540405_52 (5)	299		5/6	0/8	0/8		N_methyl,Sigma_reg_N	Pfam	N_methyl,Sigma_reg_N	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_114_5	C289			yes	pairwise		STP248.12601_R.bin.118|k141_540405_51 (5)	160		5/6	0/8	0/8					1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_114_6	C289			yes	pairwise		EHM034674|EHA02355_bin.24_gene_114_6 (5)	160		5/6	0/8	0/8		LidA_Long_CC,SPAR	Pfam	LidA_Long_CC,SPAR	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_114_7	C289			yes	pairwise		EHM034674|EHA02355_bin.24_gene_114_7 (3)	148		5/6	0/8	0/8		N_methyl,T2SSG	Pfam	N_methyl,T2SSG	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_116_3	C289			yes	pairwise		EHM034720|EHA02359_bin.2_gene_247_4 (5)	311		5/6	0/8	0/8					1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_117_2	C289			yes	pairwise		EHM034674|EHA02355_bin.24_gene_117_2 (2)	489		5/6	0/8	8/8		Sulfatase	ModelOrg_C289	DUF229,Metalloenzyme,Phosphodiest,SGSH_C,Sulfatase	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
C289:EHM034674|EHA02355_bin.24_gene_119_13	C289			yes	pairwise		UHM1210.23070_R.bin.101|k141_1015956_32 (5)	289		5/6	0/8	0/8		DUF6113,Form_Nir_trans	Pfam	DUF6113,Form_Nir_trans	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_119_6	C289			yes	pairwise		UHM1210.23070_R.bin.101|k141_102944_12 (5)	215		5/6	0/8	2/8		LacI,TetR_C_2,TetR_N	Pfam	LacI,TetR_C_2,TetR_N	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
C289:EHM034674|EHA02355_bin.24_gene_131_12	C289			yes	pairwise		EHM034692|EHA02331_bin.15_gene_166_2 (5)	475		5/6	0/8	0/8		2-Hacid_dh_C,6PGD,DUF7280,NAD_binding_11,NAD_binding_2	Pfam	2-Hacid_dh_C,6PGD,DUF7280,NAD_binding_11,NAD_binding_2	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_131_14	C289			yes	pairwise		EHM034674|EHA02355_bin.24_gene_131_14 (4)	256		5/6	0/8	0/8		7TM_GPCR_Sra,Med21,MSP1a	Pfam	7TM_GPCR_Sra,Med21,MSP1a	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_146_2	C289			yes	pairwise			922		5/6	0/8	6/8		Autotransporter,Chlam_PMP	Pfam	Autotransporter,Chlam_PMP	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0
C289:EHM034674|EHA02355_bin.24_gene_153_6	C289			yes	pairwise		EHM034692|EHA02331_bin.15_gene_55_33 (5)	175		5/6	0/8	8/8		HTH_16,Sel1,Ta0938,TPR_27,TPR_6,VIT	Pfam	HTH_16,Sel1,Ta0938,TPR_27,TPR_6,VIT	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
C289:EHM034674|EHA02355_bin.24_gene_156_1	C289			yes	pairwise			30		5/6	0/8	0/8		Xaa-Pro aminopeptidase	ModelOrg_C289		0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_156_7	C289			yes	pairwise		EHM034674|EHA02355_bin.24_gene_156_7 (7)	453		5/6	0/8	0/8		DUF6241,RPAP1_N	Pfam	DUF6241,RPAP1_N	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_158_6	C289			yes	pairwise		EHM034720|EHA02359_bin.2_gene_122_1 (4)	248		5/6	0/8	0/8		Endonuclease/exonuclease/phosphatase	ModelOrg_C289	Exo_endo_phos,Exo_endo_phos_2,Exo_endo_phos_PGAP2IP,HTH_CodY	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_161_4	C289			yes	pairwise		UHM1210.23070_R.bin.101|k141_35550_100 (5)	194		5/6	0/8	0/8		AhpC-TSA,Redoxin,Thioredoxin_2,Thioredoxin_8	Pfam	AhpC-TSA,Redoxin,Thioredoxin_2,Thioredoxin_8	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_173_9	C289			yes	pairwise		UHM1210.23070_R.bin.101|k141_1014015_36 (5)	196		5/6	0/8	0/8		HAD_2,Hydrolase,Hydrolase_like	Pfam	HAD_2,Hydrolase,Hydrolase_like	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_176_12	C289			yes	pairwise		EHM034720|EHA02359_bin.2_gene_190_8 (13)	746		5/6	0/8	0/8		Fn3-like,Glyco_hydro_3,Glyco_hydro_3_C,hnRNP_Q_AcD,Lipase_GDSL_lke	Pfam	Fn3-like,Glyco_hydro_3,Glyco_hydro_3_C,hnRNP_Q_AcD,Lipase_GDSL_lke	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_177_17	C289			yes	pairwise		EHM034692|EHA02331_bin.15_gene_246_2 (5)	337		5/6	0/8	0/8		URO-D	Pfam	URO-D	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_177_18	C289			yes	pairwise		STP248.12601_R.bin.118|k141_540405_79 (4)	251		5/6	0/8	2/8		Met_synt_B12	Pfam	Met_synt_B12	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
C289:EHM034674|EHA02355_bin.24_gene_177_9	C289			yes	pairwise			215		5/6	0/8	1/8		Laminin_G_1,Laminin_G_2,Laminin_G_3,pulA_all-beta,Toxin_R_bind_N	Pfam	Laminin_G_1,Laminin_G_2,Laminin_G_3,pulA_all-beta,Toxin_R_bind_N	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
C289:EHM034674|EHA02355_bin.24_gene_183_5	C289			yes	pairwise		STP248.12601_R.bin.118|k141_540405_48 (4)	335		5/6	0/8	0/8		Gln-synt_C,Gln-synt_N	Pfam	Gln-synt_C,Gln-synt_N	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_186_1	C289			yes	pairwise			1156		5/6	0/8	1/8		PATR	Pfam	PATR	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_191_1	C289			yes	pairwise		STP248.12601_R.bin.118|k141_540405_63 (5)	692		5/6	0/8	5/8		OMP_b-brl_3,Plug,TonB_dep_Rec_b-barrel	Pfam	OMP_b-brl_3,Plug,TonB_dep_Rec_b-barrel	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0
C289:EHM034674|EHA02355_bin.24_gene_193_5	C289			yes	pairwise			137		5/6	0/8	0/8					1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_194_2	C289			yes	pairwise		EHM034692|EHA02331_bin.15_gene_156_10 (5)	217		5/6	0/8	3/8					1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_202_2	C289			yes	pairwise		EHM034720|EHA02359_bin.2_gene_152_8 (5)	669		5/6	0/8	0/8		Endotoxin_C2,HEAT_Nup120	Pfam	Endotoxin_C2,HEAT_Nup120	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_207_1	C289			yes	pairwise			173		5/6	0/8	2/8		Peptidase M60 domain-containing protein	ModelOrg_C289		1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_209_20	C289			yes	pairwise			315		5/6	0/8	0/8		DUF294,GlnD_UR_UTase,GlnE,NTP_transf_2	Pfam	DUF294,GlnD_UR_UTase,GlnE,NTP_transf_2	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_214_7	C289			yes	pairwise		STP248.12601_R.bin.118|k141_417709_118 (5)	139		5/6	0/8	2/8	fluC	Fluoride-specific ion channel FluC	ModelOrg_C289	CRCB	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_220_1	C289			yes	pairwise			1660		5/6	0/8	1/8		CarS-like,Glucodextran_B,LlgE_F_G_D1,PATR	Pfam	CarS-like,Glucodextran_B,LlgE_F_G_D1,PATR	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_222_2	C289			yes	pairwise		EHM034720|EHA02359_bin.2_gene_254_20 (5)	125		5/6	0/8	0/8		DEXQc_Suv3,Glyco_hydro_94,Oleosin	Pfam	DEXQc_Suv3,Glyco_hydro_94,Oleosin	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_227_4	C289			yes	pairwise		EHM034692|EHA02331_bin.15_gene_229_5 (5)	281		5/6	0/8	0/8		DUF5621,KduI,VIT	Pfam	DUF5621,KduI,VIT	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_227_5	C289			yes	pairwise		EHM034692|EHA02331_bin.15_gene_229_4 (4)	266		5/6	0/8	8/8		Uncharacterized oxidoreductase YghA	ModelOrg_C289	adh_short,adh_short_C2,DUF1776,Eno-Rase_NADH_b,KR,Peripla_BP_4,SDR,THF_DHG_CYH_C	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
C289:EHM034674|EHA02355_bin.24_gene_236_3	C289			yes	pairwise			433		5/6	0/8	5/8		Beta-galactosidase	ModelOrg_C289	BetaGal_ABD_1,DUF4434,Glyco_hydro_35,Glyco_hydro_42	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1
C289:EHM034674|EHA02355_bin.24_gene_23_2	C289			yes	pairwise		EHM034674|EHA02355_bin.24_gene_23_2 (2)	136		5/6	0/8	2/8		PEGA	Pfam	PEGA	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
C289:EHM034674|EHA02355_bin.24_gene_242_3	C289			yes	pairwise		EHM034674|EHA02355_bin.24_gene_242_3 (3)	159		5/6	0/8	0/8		Cyclophil_like,Cyclophil_like2	Pfam	Cyclophil_like,Cyclophil_like2	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_251_1	C289			yes	pairwise			130		5/6	0/8	8/8		Pyridoxamine 5'-phosphate oxidase	ModelOrg_C289	PNPOx_N,Pyridox_oxase_2,Pyrid_ox_like	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
C289:EHM034674|EHA02355_bin.24_gene_251_4	C289			yes	pairwise		UHM1210.23070_R.bin.101|k141_692359_19 (5)	147		5/6	0/8	0/8		DUF4149,Phage_holin_3_6	Pfam	DUF4149,Phage_holin_3_6	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_253_19	C289			yes	pairwise		STP248.12601_R.bin.118|k141_483842_37 (12)	491		5/6	0/8	0/8		ABC_transp_aux,DUF2194,DUF4350,DUF7408,IFT52_GIFT	Pfam	ABC_transp_aux,DUF2194,DUF4350,DUF7408,IFT52_GIFT	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_253_3	C289			yes	pairwise		EHM034692|EHA02331_bin.15_gene_179_2 (5)	742		5/6	0/8	0/8		Glycosyl hydrolase family 88	ModelOrg_C289	DUF4861,Glyco_hydro_88	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_254_3	C289			yes	pairwise		EHM034692|EHA02331_bin.15_gene_24_26 (3)	355		5/6	0/8	0/8		Glycosyl hydrolase family 88	ModelOrg_C289	Beta-AFase-like_GH127_cat,C5-epim_C,Glyco_hydro_76,Glyco_hydro_88	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_259_3	C289			yes	pairwise		EHM034720|EHA02359_bin.2_gene_55_23 (7)	859		5/6	0/8	2/8		Formylglycine-generating enzyme family protein	ModelOrg_C289	Cytochrome_C7,Cytochrome_CBB3,Cytochrom_C,Cytochrom_CIII,FWWh,HZS_alpha,Mtrc-MtrF_II-IV_dom,Paired_CXXCH_1,PD40,Pectate_lyase22,Tricorn_N	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
C289:EHM034674|EHA02355_bin.24_gene_27_1	C289			yes	pairwise			166		5/6	0/8	3/8	cobQ	Cobyric acid synthase	ModelOrg_C289	Aminotran_1_2	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1
C289:EHM034674|EHA02355_bin.24_gene_282_5	C289			yes	pairwise		EHM034692|EHA02331_bin.15_gene_214_14 (3)	150		5/6	0/8	7/8		ExbD	Pfam	ExbD	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1
C289:EHM034674|EHA02355_bin.24_gene_294_3	C289			yes	pairwise			1687		5/6	0/8	6/8		Outer membrane autotransporter barrel domain protein	ModelOrg_C289	Autotransporter,Gp138_C,VacA_C	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1
C289:EHM034674|EHA02355_bin.24_gene_296_14	C289			yes	pairwise		STP248.12601_R.bin.118|k141_962093_4 (4)	952		5/6	0/8	0/8		AP_endonuc_2,DUF1349,Glyco_hydro_36N,Glyco_hydro_97	Pfam	AP_endonuc_2,DUF1349,Glyco_hydro_36N,Glyco_hydro_97	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_29_1	C289			yes	pairwise			536		5/6	0/8	8/8		UvrABC system protein A	ModelOrg_C289	AAA_15,AAA_21,AAA_25,AAA_29,ABC_tran,BCA_ABC_TP_C,DUF4796_N,DUF7575,DUF8054_C,DZR,Ogr_Delta,Rad50_zn_hook,SMC_N,UvrA_inter,zf-Di19,zf-Tbcl_FmdE,Zn_ribbon_3,Zn_ribbon_8,Zn_ribbon_ISL3	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
C289:EHM034674|EHA02355_bin.24_gene_302_1	C289			yes	pairwise			3091		5/6	0/8	8/8		FecR,G8,PATR	Pfam	FecR,G8,PATR	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
C289:EHM034674|EHA02355_bin.24_gene_306_2	C289			yes	pairwise		EHM034720|EHA02359_bin.2_gene_156_5 (3)	237		5/6	0/8	4/8		DUF3313,FOL3_C	Pfam	DUF3313,FOL3_C	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
C289:EHM034674|EHA02355_bin.24_gene_312_16	C289			yes	pairwise		EHM034720|EHA02359_bin.2_gene_94_28 (4)	326		5/6	0/8	3/8		FHA,Neisseria_TspB,PepSY_TM,Yop-YscD_cpl	Pfam	FHA,Neisseria_TspB,PepSY_TM,Yop-YscD_cpl	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0
C289:EHM034674|EHA02355_bin.24_gene_312_7	C289			yes	pairwise		EHM034692|EHA02331_bin.15_gene_62_26 (5)	376		5/6	0/8	0/8		Arylesterase,Beta-prop_Rol-3,BT_3535-like,NHL,SGL,SSL_N,TrAA12	Pfam	Arylesterase,Beta-prop_Rol-3,BT_3535-like,NHL,SGL,SSL_N,TrAA12	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_318_6	C289			yes	pairwise			601		5/6	0/8	0/8		ACT,ACT_4,ACT_ACR9_3rd,ACT_ACR_D1,bHLH-TF_ACT-like_plant,GlnD_3rd	Pfam	ACT,ACT_4,ACT_ACR9_3rd,ACT_ACR_D1,bHLH-TF_ACT-like_plant,GlnD_3rd	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_321_7	C289			yes	pairwise		UHM1073.23039_R.bin.125|k141_327978_140 (5)	176		5/6	0/8	6/8					1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1
C289:EHM034674|EHA02355_bin.24_gene_324_3	C289			yes	pairwise			229		5/6	0/8	0/8		Adeno_hexon,Asp_protease_2,DUF1905,gag-asp_proteas,PE-PGRS_C,RVP	Pfam	Adeno_hexon,Asp_protease_2,DUF1905,gag-asp_proteas,PE-PGRS_C,RVP	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
